Movie Name, IMDb Rating, Popularity, Release Date, Box Office, Runtime, Genre, Director, Cast, Production Company, Country, Language
Code M,7.5,,"January 15, 2020 (India)",,24 minutes,"['Mystery', 'Thriller']",[],"['B Shantanu', 'Jennifer Winget', 'Tanuj Virwani']","['ALTBalaji', 'Jio Studios']",India,['Hindi']
Loha,5.9,,"January 23, 1987 (India)",,2 hours 33 minutes,"['Action', 'Drama', 'Thriller']",['Raj N. Sippy'],"['Dharmendra', 'Shatrughan Sinha', 'Karan Kapoor']",[],India,['Hindi']
Nadaan,8.4,,"March 31, 2023 (India)",,,['Drama'],[],"['Khushi Mukherjee', 'Ashraf Saifee', 'Aashima Aashi']",[],India,['Hindi']
Kanni,,,,,,"['Comedy', 'Drama', 'Romance']",['Sameer Joshi'],"['Hruta Durgule', 'Ajinkya Raut', 'Vallari Viraj']",[],,['Marathi']
The Hungry,7.0,,"December 18, 2017 (United States)",,1 hour 40 minutes,['Drama'],['Bornila Chatterjee'],"['Naseeruddin Shah', 'Tisca Chopra', 'Neeraj Kabi']","['Cinestaan Film Company', 'Film London', 'Free Radicals']",,['Hindi']
Hum Tum,7.0,,"May 28, 2004 (India)","$1,878,702",2 hours 23 minutes,"['Comedy', 'Drama', 'Romance']",['Kunal Kohli'],"['Saif Ali Khan', 'Rani Mukerji', 'Kirron Kher']",[],India,"['Hindi', 'English']"
Pestonjee,7.3,,,,2 hours 5 minutes,"['Comedy', 'Drama']",['Vijaya Mehta'],"['Shabana Azmi', 'Cyprus Dastoor', 'Dady Dustoor']",[],,['Hindi']
Laal Kaptaan,7.2,,"October 18, 2019 (India)","$338,088",2 hours 35 minutes,"['Action', 'Adventure', 'Drama']",['Navdeep Singh'],"['Saif Ali Khan', 'Zoya Hussain', 'Manav Vij']","['Colour Yellow Productions', 'Eros Worldwide']",India,['Hindi']
Sardar Udham,8.4,,"October 16, 2021 (India)",,2 hours 44 minutes,"['Biography', 'Crime', 'Drama']",['Shoojit Sircar'],"['Vicky Kaushal', 'Shaun Scott', 'Stephen Hogan']","['Kino Works', 'Rising Sun Films']",India,"['Hindi', 'English', 'Russian', 'Punjabi']"
Khichdi 2: Mission Paanthukistan,4.9,,,,,['Comedy'],['K. Ajay Kumar'],"['Kirti Kulhari', 'Kousai Orfahli', 'Kousi Orfahli']",[],,['Hindi']
Na Tum Jaano Na Hum,4.9,,"May 10, 2002 (India)","$251,877",2 hours 38 minutes,"['Comedy', 'Drama', 'Musical']",['Arjun Sablok'],"['Hrithik Roshan', 'Saif Ali Khan', 'Esha Deol']",[],India,['Hindi']
Main Khiladi Tu Anari,6.5,,"September 23, 1994 (India)",,2 hours 55 minutes,"['Action', 'Comedy', 'Drama']",['Sameer Malkan'],"['Akshay Kumar', 'Saif Ali Khan', 'Shilpa Shetty Kundra']","['United Seven Combines', 'Venus Records & Tapes']",India,['Hindi']
Intercourse 3,6.8,,,,,"['Short', 'Romance']",['Tanveer Hashmi'],"['Kajal Chauhan', 'Dilip', 'Sunny Issac']",[],,['Hindi']
Skanda- The Attacker,4.2,,"September 28, 2023 (India)","$56,591",2 hours 47 minutes,"['Action', 'Drama', 'Romance']",['Boyapati Srinu'],"['Ram Pothineni', 'Sreeleela', 'Saiee Manjrekar']","['Srinivasaa Silver Screen', 'Zee Studios']",India,"['Telugu', 'Malayalam', 'Tamil', 'Kannada']"
Upstarts,6.7,,,,1 hour 52 minutes,['Drama'],['Udai Singh Pawar'],"['Naved Aslam', 'Sandeep Bhardwaj', 'Ranjit Deval']","['Bandra West Pictures', 'Netflix']",,['Hindi']
Jersey,7.3,,"April 22, 2022 (India)","$2,156,815",2 hours 50 minutes,"['Drama', 'Sport']",['Gowtam Tinnanuri'],"['Shahid Kapoor', 'Mrunal Thakur', 'Pankaj Kapur']","['Allu Entertainment', 'Brat Films', 'Dil Raju Productions']",India,['Hindi']
1971,8.2,,"March 9, 2007 (India)","$207,755",2 hours 16 minutes,"['Action', 'Drama', 'War']",['Amrit Sagar'],"['Manoj Bajpayee', 'Ravi Kishan', 'Deepak Dobriyal']","['Sagar Art International', 'Sagar Pictures', 'Studio 18']",India,['Hindi']
Chhichhore,8.3,,"September 6, 2019 (India)","$3,311,391",2 hours 23 minutes,"['Comedy', 'Drama', 'Romance']",['Nitesh Tiwari'],"['Sushant Singh Rajput', 'Shraddha Kapoor', 'Varun Sharma']","['Fox STAR Studios', 'Fox STAR Studios', 'Nadiadwala Grandson Entertainment']",India,['Hindi']
Vindya-Victim-Verdict,7.8,,"January 6, 2023 (India)",,2 hours 7 minutes,['Drama'],['Amudhavanan P.'],"['Esther Anil', 'Pavana Gowda', 'Aadukalam Naren']",[],India,['Tamil']
Dhamaka,6.3,,"December 23, 2022 (India)","$89,339",2 hours 24 minutes,"['Action', 'Comedy', 'Thriller']",['Trinadha Rao Nakkina'],"['Ravi Teja', 'Sreeleela', 'Jayaram']","['People Media Factory', 'Abhishek Agarwal Arts', 'B4U Motion Pictures']",India,['Telugu']
Narasimha,5.2,,"July 13, 2001 (India)",,2 hours 19 minutes,['Action'],['Tirupati Swamy'],"['Vijayakanth', 'Isha Koppikar', 'Raghuvaran']",[],India,['Tamil']
Molkki,4.8,,"November 16, 2020 (India)",,23 minutes,['Drama'],[],"['Sanjay Swaraj', 'Neha Jurel', 'Meena Mir']",[],India,['Hindi']
Agent,4.1,,"April 28, 2023 (India)","$45,291",2 hours 36 minutes,"['Action', 'Mystery', 'Thriller']",['Surender Reddy'],"['Akhil Akkineni', 'Mammootty', 'Sakshi Vaidya']","['AK Entertainments', 'Surrender 2 Cinema']",India,['Telugu']
X-Ray: Selected Satyajit Shorts,7.1,,"June 25, 2021 (India)",,1 hour 5 minutes,"['Crime', 'Drama', 'Thriller']",[],"['Bishakha Thapa', 'Manoj Bajpayee', 'Ali Fazal']","['Tipping Point Films', 'Viacom18 Motion Pictures']",India,"['Hindi', 'English']"
Lust Stories 2,6.0,,"June 29, 2023 (India)",,2 hours 12 minutes,"['Drama', 'Romance']",[],"['Tamannaah Bhatia', 'Vijay Varma', 'Neena Gupta']","['Flying Unicorn Entertainment', 'RSVP']",India,['Hindi']
Ala Vaikunthapurramuloo,7.3,,"January 12, 2020 (India)","$28,477,890",2 hours 43 minutes,"['Action', 'Comedy', 'Drama']",['Trivikram Srinivas'],"['Allu Arjun', 'Pooja Hegde', 'Tabu']","['Geetha Arts', 'Haarika & Hassine Creations']",India,['Telugu']
Bhoothnath,6.4,,"May 9, 2008 (India)","$13,236,817",2 hours 30 minutes,"['Comedy', 'Drama', 'Family']",['Vivek Sharma'],"['Amitabh Bachchan', 'Juhi Chawla', 'Satish Shah']",[],India,['Hindi']
Sapna,,,,,,['Romance'],[],"['Ruks Khandagale', 'Ritu Rai', 'Lucky Saini']","['Films Garden', 'Jalva Entertainment']",,['Hindi']
Ishq Vishk,6.1,,"May 9, 2003 (India)","$1,490,772",2 hours 14 minutes,"['Comedy', 'Romance']",['Ken Ghosh'],"['Shahid Kapoor', 'Amrita Rao', 'Shenaz Treasury']",[],India,['Hindi']
Yaadhum Oore Yaavarum Kelir,5.4,,"May 19, 2023 (India)","$1,239",1 hour 56 minutes,"['Action', 'Drama']",['Venkata Krishna Roghanth'],"['Magizh Thirumeni', 'Vivek', 'Ragu Aditya']","['Chandaraa Arts', 'Sakthi Film Factory']",India,['Tamil']
Kahaani 2,6.6,,"December 2, 2016 (India)","$5,092,550",2 hours 7 minutes,"['Mystery', 'Thriller']",['Sujoy Ghosh'],"['Vidya Balan', 'Arjun Rampal', 'Jugal Hansraj']","['Boundscript', 'Pen Movies']",India,['Hindi']
Chhatrapati Sambhaji,9.5,,,,3 hours 6 minutes,['Biography'],['Rakesh S Dulgaj'],"['Bharat Dabholkar', 'Bal Dhuri', 'Lokesh Gupte']",[],,"['Hindi', 'Tamil', 'Telugu', 'English']"
Kaththi,8.1,,"October 22, 2014 (India)","$674,359",2 hours 46 minutes,"['Action', 'Drama']",['A.R. Murugadoss'],"['Joseph Vijay', 'Samantha Ruth Prabhu', 'Neil Nitin Mukesh']","['Ayngaran International', 'Lyca Productions']",India,['Tamil']
Apur Sansar,8.4,,"May 1, 1959 (India)","$134,241",1 hour 45 minutes,['Drama'],['Satyajit Ray'],"['Soumitra Chatterjee', 'Sharmila Tagore', 'Alok Chakravarty']",[],India,['Bengali']
Dhobi Ghat,7.0,,"January 21, 2011 (India)","$3,082,958",1 hour 40 minutes,['Drama'],['Kiran Rao'],"['Prateik Patil Babbar', 'Monica Dogra', 'Kriti Malhotra']",[],India,"['Hindi', 'English']"
Polladhavan,7.7,,"November 8, 2007 (India)","₹230,000,000",2 hours 30 minutes,"['Action', 'Crime', 'Drama']",['Vetrimaaran'],"['Dhanush', 'Ramya', 'Kishore Kumar G.']",[],India,['Tamil']
Paatal Lok,8.1,"4,062","May 15, 2020 (India)",,44 minutes,"['Crime', 'Drama', 'Thriller']",[],"['Jaideep Ahlawat', 'Neeraj Kabi', 'Ishwak Singh']","['Clean Slate Films', 'Clean Slate Productions']",India,['Hindi']
My Name Is Shruthi,7.0,,,,2 hours 10 minutes,['Thriller'],['Srinivas Omkar'],"['Hansika Motwani', 'Darbha Appaji Ambarisha', 'Murli Sharma']",[],,"['Telugu', 'Malayalam', 'Kannada', 'Tamil']"
Delivery Boy,8.8,,,,,"['Comedy', 'Drama']",['Mohsin Khan'],"['Prathamesh Parab', 'Prithvik Pratap', 'Ankita Landepatil']","['Cinépolis', 'Lucia Entertainment']",,['Marathi']
Anaganaga O Athidhi,6.7,,,,1 hour 32 minutes,"['Drama', 'Thriller']",['Dayal Padmanabhan'],"['Chakrapani Ananda', 'Darbha Appaji Ambarisha', 'Baby Aradhya']",[],,['Telugu']
Hasmukh,5.4,,"April 17, 2020 (India)",,34 minutes,"['Comedy', 'Crime', 'Drama']",[],"['Vir Das', 'Ranvir Shorey', 'Amrita Bagchi']","['Applause Entertainment Ltd.', 'Emmay Entertainment', 'Rainshine Entertainment']",India,['Hindi']
Yaadein...,4.2,,"June 27, 2001 (India)","$1,093,819",2 hours 51 minutes,"['Musical', 'Drama', 'Romance']",['Subhash Ghai'],"['Hrithik Roshan', 'Jackie Shroff', 'Kareena Kapoor']",[],India,['Hindi']
Jannat: In Search of Heaven...,6.9,,"May 16, 2008 (India)","$9,407,362",2 hours 20 minutes,"['Crime', 'Drama', 'Romance']",['Kunal Deshmukh'],"['Emraan Hashmi', 'Sonal Chauhan', 'Swatantra Bharat']",[],India,['Hindi']
The Conversion,8.3,,"May 6, 2022 (India)",,2 hours 14 minutes,['Drama'],['Vinod Tiwari'],"['Vindhya Tiwari', 'Prateek Shukla', 'Ravi Bhatia']",[],India,['Hindi']
Bhediya,6.8,,"November 25, 2022 (India)","$624,480",2 hours 36 minutes,"['Comedy', 'Fantasy', 'Horror']",['Amar Kaushik'],"['Varun Dhawan', 'Kriti Sanon', 'Abhishek Banerjee']","['Jio Studios', 'Maddock Films']",India,['Hindi']
Afwaah,5.6,,"May 5, 2023 (India)",,2 hours 6 minutes,"['Drama', 'Thriller']",['Sudhir Mishra'],"['Bhumi Pednekar', 'Nawazuddin Siddiqui', 'Sumeet Vyas']","['Benaras Mediaworks', 'T-Series']",India,['Hindi']
Kavita Bhabhi,4.4,,"January 10, 2020 (India)",,22 minutes,['Drama'],[],"['Kavita Radheshyam', 'Amita Nangia', 'Nishant Pandey']",[],India,['Hindi']
Agent Mona 0.1,8.5,,,,25 minutes,"['Short', 'Action']",['Chetan Sharma'],"['Hrithik', 'Pooja Joshi', 'Manoj']",[],,['Hindi']
Tufang,6.5,,"July 21, 2023 (India)","$6,715",2 hours 22 minutes,"['Action', 'Drama', 'Thriller']",['Dheeraj Rattan'],"['Guri', 'Rukshar Dhillon', 'Jagjeet Sandhu']",[],India,['Punjabi']
Aval Peyar Rajni,7.5,,,,2 hours 1 minute,"['Crime', 'Thriller']",['Vinil Scariah Varghese'],"['Lakshmi Gopalaswamy', 'Kalidas Jayaram', 'Reba Monica John']",[],,"['Tamil', 'Malayalam']"
Rocky Handsome,6.8,,"March 25, 2016 (India)","$69,289",1 hour 59 minutes,"['Action', 'Crime', 'Drama']",['Nishikant Kamat'],"['John Abraham', 'Nishikant Kamat', 'Sharad Kelkar']","['Azure Entertainment', 'Azure Entertainment', 'J.A. Entertainment']",India,['Hindi']
Japan,3.2,,"November 10, 2023 (India)","$114,919",2 hours 36 minutes,"['Action', 'Drama', 'Thriller']",['Raju Murugan'],"['Karthi', 'Anu Emmanuel', 'Sunil']",[],India,['Tamil']
Iratta,7.7,,"February 3, 2023 (India)","$34,287",1 hour 52 minutes,"['Drama', 'Thriller']",['Rohit M.G. Krishnan'],"['Joju George', 'Anjali', 'Srindaa']","['Appu Pathu Pappu Production House', 'Martin Prakkat Films']",India,['Malayalam']
Golmaal: Fun Unlimited,7.5,,"July 14, 2006 (India)","$350,948",2 hours 30 minutes,"['Action', 'Comedy', 'Drama']",['Rohit Shetty'],"['Ajay Devgn', 'Arshad Warsi', 'Sharman Joshi']","['K Sera Sera Limited', 'Shree Ashtavinayak Cine Vision']",India,['Hindi']
SOS: Secrets of Sex,6.3,,2013 (India),,1 hour 54 minutes,['Drama'],['Kumaar Aadarsh'],"['Kumaar Aadarsh', 'Gagan Guru', 'Harman Preet Kaur']",[],India,"['Hindi', 'English']"
Garmi,7.5,,"April 21, 2023 (India)",,,['Drama'],[],"['Vyom Yadav', 'Pankaj Saraswat', 'Anurag Thakur']",[],India,['Hindi']
Dhoom:2,6.5,,"November 24, 2006 (India)","$32,396,427",2 hours 32 minutes,"['Action', 'Crime', 'Thriller']",['Sanjay Gadhvi'],"['Hrithik Roshan', 'Abhishek Bachchan', 'Aishwarya Rai Bachchan']","['Utopia Films', 'Utopia Films', 'Yash Raj Films']",,"['Hindi', 'Urdu', 'English', 'Portuguese']"
Oh My Ghost,2.2,,"December 30, 2022 (India)",,2 hours 5 minutes,"['Comedy', 'Horror']",['R. Yuvan'],"['Sunny Leone', 'Yogi Babu', 'Motta Rajendran']","['Vau Media Entertainment', 'White Horse Studios']",India,"['Tamil', 'Hindi', 'Telugu', 'Malayalam']"
Bawaal,6.6,,"July 21, 2023 (India)",,2 hours 17 minutes,"['Action', 'Drama', 'Romance']",['Nitesh Tiwari'],"['Varun Dhawan', 'Janhvi Kapoor', 'Manoj Pahwa']","['Earthsky Pictures', 'Film Base Berlin', 'Film Base Berlin']",India,"['Hindi', 'English']"
Khurchi,9.0,,,,1 hour 51 minutes,['Drama'],"['Santosh Kusum Hagavane', 'Shiv Mane', 'Pratik Vasantrao Patil']","['Raqesh Bapat', 'Kalyani Choudhari', 'Mahesh Ghag']","['Aaradhya Motion Films', 'Yogasha Films']",,['Marathi']
Fitoor,5.4,,"February 12, 2016 (India)","$3,454,709",2 hours 11 minutes,"['Drama', 'Romance']",['Abhishek Kapoor'],"['Aditya Roy Kapoor', 'Katrina Kaif', 'Tabu']","['Film Poland Productions', 'Guy in the Sky Pictures', 'UTV Motion Pictures']",India,"['Urdu', 'Hindi']"
Bhool Bhulaiyaa 2,5.7,,"May 20, 2022 (India)","$18,307,258",2 hours 23 minutes,"['Comedy', 'Drama', 'Horror']",['Anees Bazmee'],"['Tabu', 'Kartik Aaryan', 'Kiara Advani']","['Cine1 Studios', 'T-Series Films', 'T-Series']",India,['Hindi']
Sherdil,6.6,,"June 24, 2022 (India)",,2 hours,"['Comedy', 'Drama']","['Srijit Mukherji', 'Inderjeet Singh']","['Pankaj Tripathi', 'Sayani Gupta', 'Neeraj Kabi']","['Match Cut Productions', 'Reliance Entertainment', 'T-Series']",India,['Hindi']
Sultan,7.0,,"July 6, 2016 (India)","$98,251,790",2 hours 50 minutes,"['Action', 'Drama', 'Romance']",['Ali Abbas Zafar'],"['Salman Khan', 'Anushka Sharma', 'Randeep Hooda']",[],India,"['Hindi', 'English', 'Haryanvi']"
Gangster,7.2,,"April 28, 2006 (India)","$2,451,379",2 hours 3 minutes,"['Action', 'Crime', 'Drama']",['Anurag Basu'],"['Kangana Ranaut', 'Shiney Ahuja', 'Emraan Hashmi']","['NH Studioz', 'Vishesh Films']",India,['Hindi']
Ajab Prem Ki Ghazab Kahani,6.4,,"November 6, 2009 (India)","$12,425,098",2 hours 30 minutes,"['Action', 'Comedy', 'Musical']",['Rajkumar Santoshi'],"['Ranbir Kapoor', 'Katrina Kaif', 'Darshan Jariwala']",[],India,['Hindi']
Ghajini,7.3,,"December 25, 2008 (India)","$38,316,584",3 hours 6 minutes,"['Action', 'Drama', 'Mystery']",['A.R. Murugadoss'],"['Aamir Khan', 'Asin Thottumkal', 'Jiah Khan']",[],India,"['Hindi', 'English', 'Urdu']"
Jaanwar,5.9,,"December 24, 1999 (India)",,2 hours 52 minutes,"['Action', 'Crime', 'Drama']",['Suneel Darshan'],"['Akshay Kumar', 'Karisma Kapoor', 'Shilpa Shetty Kundra']","['Devgan Films', 'Shree Krishna International']",India,['Hindi']
Kasam Teri Pyaar Ki,6.3,,"March 7, 2016 (India)",,20 minutes,['Romance'],[],"['Sharad Malhotra', 'Kratika Sengar', 'Aishwarya Raj Bhakuni']",[],India,['Hindi']
Ajab Gajab Dhamal,5.2,,,,2 hours 21 minutes,['Comedy'],['Smeep Kang'],[],[],,['Hindi']
Black Friday,8.4,,"February 9, 2007 (India)","$1,610,897",2 hours 23 minutes,"['Action', 'Crime', 'Drama']",['Anurag Kashyap'],"['Kay Kay Menon', 'Pawan Malhotra', 'Aditya Srivastav']","['Mid Day Multimedia Limited', 'Big Bang Pictures', 'Jhamu Sughand']",India,"['Hindi', 'English']"
Paglet,7.7,,"August 26, 2022 (India)",,,['Drama'],[],"['Rajni Mehta', 'Shyna Khatri', 'Tarakesh Chauhan']",[],India,['Hindi']
Ra.One,4.8,,"October 26, 2011 (India)","$35,911,689",2 hours 36 minutes,"['Action', 'Adventure', 'Sci-Fi']",['Anubhav Sinha'],"['Shah Rukh Khan', 'Arjun Rampal', 'Kareena Kapoor']","['Red Chillies Entertainment', 'Eros Worldwide', 'Prana Studios']",,"['Tamil', 'Hindi']"
The Raja Saab,,,May 2024 (India),,,"['Horror', 'Romance']",['Maruthi Dasari'],"['Prabhas', 'Sanjay Dutt', 'Brahmanandam']","['DVV Entertainment', 'People Media Factory', 'People Media Factory']",India,"['Hindi', 'Malayalam', 'Tamil', 'Kannada', 'Telugu']"
Khadari,9.2,,,"$6,418",2 hours,['Drama'],['Manav Shah'],"['Gurnam Bhullar', 'Kartar Cheema', 'Alexander Garcia']","['GFM Film Makers', 'Ravishing Entertainment']",,['Punjabi']
Madam Geeta Rani,7.4,,"July 5, 2019 (India)","$5,987",2 hours 14 minutes,['Drama'],['Sy Gowthamraj'],"['Jyotika', 'Hareesh Peradi', 'Poornima Jayaram']","['Dream Warrior Pictures', 'Goldmines Telefilms']",India,['Tamil']
Siddharth Roy,,,"February 23, 2024 (India)",,2 hours 28 minutes,"['Drama', 'Romance']",['V Yeshasvi'],"['Mathew Varghese', 'Deepak Saroj', 'Tanvi Negi']","['Shree Radha Damodar Studios', 'Vihaan & Vihin Creations']",India,['Telugu']
Tapana,7.9,,"April 22, 2022 (India)",,1 hour 36 minutes,['Romance'],['K. Venkatesh'],"['Dharan Naidu', 'Kavya Kirthi', 'Priya Gowda']",[],India,['Telugu']
Rakhta Charitra,7.6,,"October 22, 2010 (India)",,2 hours 5 minutes,"['Action', 'Biography', 'Crime']",['Ram Gopal Varma'],"['Vivek Oberoi', 'Shatrughan Sinha', 'Sudeep']","['Cinergy Pictures', 'Cloud Nine Movies']",India,"['Hindi', 'Telugu']"
Kites,6.0,,"May 21, 2010 (India)","$11,906,497",2 hours 3 minutes,"['Action', 'Drama', 'Romance']",['Anurag Basu'],"['Hrithik Roshan', 'Bárbara Mori', 'Nicholas Brown']","['Bollywood Hollywood Production', 'Film Kraft', 'Reliance Big Pictures']",,"['English', 'Hindi', 'Spanish']"
Naam Shabana,6.2,,"March 31, 2017 (India)","$5,082,446",2 hours 27 minutes,"['Action', 'Drama', 'Thriller']",['Shivam Nair'],"['Taapsee Pannu', 'Akshay Kumar', 'Manoj Bajpayee']","['Friday Filmworks', 'Cape of Good Films']",India,['Hindi']
Thugs,6.4,,"February 24, 2023 (India)",,2 hours 2 minutes,"['Action', 'Thriller']",['Brinda Master'],"['Hridhu Haroon', 'Sarath Kumar', 'Moor']","['HR Pictures', 'Jio Studios']",India,"['Telugu', 'Malayalam', 'Kannada', 'Hindi', 'Tamil']"
Geetha Govindam,7.7,,"August 15, 2018 (India)","$320,366",2 hours 22 minutes,"['Comedy', 'Drama', 'Romance']",['Parasuram'],"['Vijay Deverakonda', 'Rashmika Mandanna', 'Subbaraju']",[],India,['Telugu']
Sex Education,6.5,,"June 22, 2018 (India)",,2 hours 15 minutes,['Drama'],['Pranav M. Patel'],"['Chetan Daiya', 'Haresh Daghiya', 'Rajan Thakar']","['Omkar Films & Entertainment', 'Tishnegi Creations']",India,['Gujarati']
Class,6.3,"4,134","February 3, 2023 (India)",,52 minutes,"['Crime', 'Drama', 'Thriller']",[],"['Zeyn Shaw', 'Moses Koul', 'Ratnabali Bhattacharjee']","['Bodhi Tree Multimedia', 'Future East Film']",India,['Hindi']
Dehati Ladke,7.1,,,,,['Drama'],[],"['Shine Pandey', 'Raghav Sharma', 'Tanish Neeraj']","['2021 Studios', 'Parin Multimedia']",,['Hindi']
Chatrapathi,7.6,,"September 30, 2005 (India)",,2 hours 38 minutes,"['Action', 'Drama']",['S.S. Rajamouli'],"['Prabhas', 'Bhanupriya', 'Shriya Saran']","['Sri Venkateswara Cine Chitra', 'Sai Entertainment']",India,['Telugu']
Operation Valentine,,,"March 1, 2024 (India)",,,"['Action', 'Drama', 'Thriller']",['Shakti Pratap Singh'],"['Manushi Chhillar', 'Varun Tej', 'Ruhani Sharma']","['Annapurna Studios', 'Renaissance Pictures', 'SP International Pictures (SPIP)']",India,"['Hindi', 'Telugu']"
Ae Watan Mere Watan,,,"March 21, 2024 (India)",,,[],['Kannan Iyer'],"['Sara Ali Khan', ""Alexx O'Nell"", 'Emraan Hashmi']",[],India,"['Hindi', 'Malayalam', 'Tamil', 'Telugu', 'Kannada']"
Highway,3.8,,"August 19, 2022 (India)",,2 hours,['Thriller'],['K.V. Guhan'],"['Abhishek Banerjee', 'Anand Deverakonda', 'Saiyami Kher']","['Northstar Entertainment', 'Sree Iswarya Lakshmi Movies']",India,"['Telugu', 'Tamil']"
JL50,7.4,,"September 4, 2020 (India)",,42 minutes,"['Drama', 'Sci-Fi', 'Thriller']",[],"['Abhay Deol', 'Pankaj Kapur', 'Ritika Anand']","['Flying Dragon Entertainment', 'Golden Ratio Films', 'Sony Liv']",India,['Hindi']
21 Grams,6.9,,"March 18, 2022 (India)",,2 hours 13 minutes,"['Mystery', 'Thriller']",['Bibin Krishna'],"['Anoop Menon', 'Leona Lishoy', 'Vivek Anirudh']",[],India,['Malayalam']
Oh My Kadavule,8.1,,"February 14, 2020 (India)","$35,668",2 hours 31 minutes,"['Comedy', 'Fantasy', 'Romance']",['Ashwath Marimuthu'],"['Ashok Selvan', 'Ritika Singh', 'Vani Bhojan']","['Axess Film Factory', 'Happy High Pictures']",India,['Tamil']
Barfi!,8.1,,"September 14, 2012 (India)","$4,490,134",2 hours 31 minutes,"['Comedy', 'Drama', 'Romance']",['Anurag Basu'],"['Ranbir Kapoor', 'Priyanka Chopra Jonas', ""Ileana D'Cruz""]","['UTV Motion Pictures', 'Ishana Movies']",India,['Hindi']
Ittefaq,7.2,,"November 3, 2017 (India)","$2,520,487",1 hour 45 minutes,"['Crime', 'Mystery', 'Thriller']",['Abhay Chopra'],"['Sidharth Malhotra', 'Sonakshi Sinha', 'Akshaye Khanna']","['Red Chillies Entertainment', 'Dharma Productions', 'B.R. Studios']",India,['Hindi']
Shahad,8.2,,"September 16, 2022 (India)",,,['Drama'],[],"['Priya Gamre', 'Varun Sagar', 'Prashant Rai']",[],India,['Hindi']
Vaseegara,6.6,,"January 15, 2003 (India)",,2 hours 56 minutes,"['Comedy', 'Drama', 'Romance']",['K. Selvabharathi'],"['Joseph Vijay', 'Sneha', 'Vadivelu']",[],India,['Tamil']
Humorously Yours,8.5,,"December 11, 2016 (India)",,,"['Comedy', 'Drama', 'Romance']",[],"['Vipul Goyal', 'Abhishek Banerjee', 'Rasika Dugal']","['Contagious Online Media Network', 'The Viral Fever']",India,"['Hindi', 'English']"
Shool,7.7,,"November 5, 1999 (India)",,2 hours 18 minutes,"['Action', 'Crime', 'Drama']",['Eeshwar Nivas'],"['Manoj Bajpayee', 'Raveena Tandon', 'Sayaji Shinde']",[],India,['Hindi']
Bade Achhe Lagte Hain 2,6.9,,"August 30, 2021 (India)",,25 minutes,"['Drama', 'Romance']",[],"['Nakuul Mehta', 'Disha Parmar', 'Amit Singh Thakur']",[],India,['Hindi']
Ravanasura,5.7,,"April 7, 2023 (India)","$57,338",2 hours 21 minutes,"['Action', 'Crime', 'Drama']",['Sudheer Varma'],"['Ravi Teja', 'Jayaram', 'Sushanth']","['Abhishek Nama Pictures', 'MSK Films', 'RT Teamworks']",India,['Telugu']
Masaan,8.1,,"July 24, 2015 (India)","$651,748",1 hour 49 minutes,['Drama'],['Neeraj Ghaywan'],"['Richa Chadha', 'Sanjay Mishra', 'Vicky Kaushal']","['Drishyam Films', 'Macassar Productions', 'Phantom Films']",,['Hindi']
Shamshera,4.7,,"July 22, 2022 (India)","$608,342",2 hours 58 minutes,"['Action', 'Adventure', 'Drama']",['Karan Malhotra'],"['Ranbir Kapoor', 'Sanjay Dutt', 'Vaani Kapoor']",[],India,['Hindi']
Irumban,6.8,,,,2 hours 12 minutes,['Drama'],['Keera'],"['Junior MGR', 'Aishwarya Dutta', 'Yogi Babu']",[],,['Tamil']
